Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0.0,0.25002158807609415,0.2224361102629152,-0.09325458104970318,-0.6311486060964616,-0.10744588250767664,0.08730000250761662,1.7387541859321272,-0.0800448151452171,-0.3659566043928341,-1.5286381851420443,0.8891780585751186,-0.7575143394775097,-0.7085231356202865,0.1697815714100204,0.9105920294001201,0.1562109476905361,-1.1577386045484073,2.15684307343816,0.07345055382057092,-3.1517434795790704,-0.024707145285740577,-1.054431235414677,3.494892078357168,-0.6083512890310605,0.7497041823882226,0.6477820623223347,-1.1945473625871434,-0.901559415329257,91.86077441202337,0
2.0,0.802667245166493,-1.506169065204481,-0.1376985140158622,-1.4877595188232273,-0.5694615035534191,0.6504375669781076,-0.23552263986289512,0.4137721938664676,0.8998235437994752,-0.8458727527698365,-0.36656859730027597,0.30524621034900945,-1.3372000969176485,-2.201260403179042,0.5796812338242753,1.4474790324086437,0.9767906423620751,-1.433383400999431,0.5540849255465486,0.4253233480392873,0.3179201641127409,-1.004645897784904,0.8736295045218867,-0.4109230182338136,-0.5318084375060474,-0.92132350241582,-0.32649173556753486,-0.9870094275145994,74.16120368320765,0
4.0,0.5036771456816618,-0.9140995468834219,-0.9978436415514392,0.24106763919768703,0.6573633022434267,0.3168680801024063,-0.18257298447521336,1.7033831252353762,1.512728733936137,-0.8829733366822858,-1.110297846946803,-1.2099652288128606,0.9863636693567149,-0.981859134761351,0.4814368749919269,0.28028547448700475,1.3218769085954898,0.7518107902576894,1.5325960966659475,0.13010903407128083,0.8180890615910974,0.702810367335941,1.7847705157018352,2.131014978655719,2.554006433575616,0.004565234478868092,-1.8283761374115681,-1.067202967923118,40.654236299523184,0
6.0,0.030135217384741952,-3.0322356589497392,-0.8549843054283048,-1.298065260853303,-1.9178468331933216,-1.6489866179035149,-0.42992928179433,-0.57563593180274,0.41689387766212027,2.5989929709814845,2.0126093791288278,0.024515015786185923,1.3622779451716032,3.149857539170939,-0.8890824768959543,0.9667830764326414,4.150138220295014,1.528500688791354,-0.4674353382466716,-1.64254563466044,1.700387349960322,1.6140997749610957,-3.3835858177877145,-2.7170175626616784,-3.2195797887444013,6.040340477317904,-0.43581447644754007,-4.94523467768633,1327.8698056944982,1
8.0,-0.5651076897817718,0.5530241452008998,-0.9491042920699458,-1.0343587833124184,1.3256427190036097,-2.7360053875947306,0.27192139470678084,0.415444744515117,-0.2906703822858608,0.08932839646749677,-0.29078803754444726,2.0711336227333557,-0.13061622301424317,-0.5650143420507537,0.28719276848120673,1.3155647780736566,-0.3128526168705272,-1.6480395410966042,0.009643173007695018,-0.3970619461595043,-1.1440929288267951,-0.95325069419572,0.23400563385339282,-0.29179540807653903,-0.22238400813324832,0.02698507482690656,1.867986788026992,-0.3840405704709758,95.36893204360517,0
10.0,0.3423373384320196,1.7755370754125173,-0.47222285252331087,-0.6179722130665988,-0.6344265347740898,-0.20857057564556766,-1.0351355574074939,-0.0745452138032607,0.2135634462825483,0.1504134001064894,1.4620671166429193,1.1642516877908458,1.7512135104539877,-0.4104664427045934,1.342558711915475,-0.8494652188545078,1.1489714253404792,0.33181051993633426,-1.970681085584522,0.764954288986169,1.4057933220564125,-0.46366031145586123,-0.06341413600020059,0.7214752184030425,0.5568896735456631,-1.3380632158437575,-0.32063590622369853,0.18974187073539853,51.80621294566846,0
12.0,-0.3005569530106043,1.2562556162508214,-0.7677505408904006,0.7629561989017221,0.07142249444366029,1.1128212710270002,-0.30853607752036316,-0.6307746309661296,0.8924430571669892,1.5149261896845772,-0.3819611462012906,0.31209189997635345,-0.3814740333432801,1.6178939460584658,1.0219873363878023,1.2574688264488614,-1.070185517640992,1.2077256839397081,-1.3007981439651635,-0.4091403380525297,-0.20295258740707606,-0.5193045131478661,-1.6744790808604058,-1.4760125228464354,0.06153490292688995,0.4931544389960634,-0.15251564980128396,-0.21066612071606872,69.27251301330091,0
14.0,-1.5924756604644512,1.4086384276151132,0.30776278011879604,-2.264652363218499,-0.9336106221050664,-1.6295264322801022,0.07505017927341323,-0.8781613266335552,-0.39711164237532165,0.1110977012063185,0.9700226973725545,1.2537726027990086,0.06847568273212323,0.014388388722791044,0.4900785397748469,2.8494665660343124,-0.08881875938808975,0.22258060714133668,0.8279809815291366,-0.10086834869119005,0.18252010972388394,2.1069890056265876,1.56907180130968,0.5121499520780713,-1.7029886601165591,0.5744920021560215,-0.22229186247187574,-1.363169553877374,74.71866812464107,0
16.0,-0.24539923303953684,1.1132581033680242,-0.1354339108892072,-1.5731124066072268,-1.774211387762838,-0.9606960352224462,0.31255813252011366,1.1076119339590609,-0.7234777286265479,-0.9066670928464983,-0.7975135264755875,0.5128058721648578,-0.7273148489888426,0.36337755384518183,-1.4697477306467126,-0.23051319242214546,-1.7199344804605687,0.6329215841450202,0.450344780584928,1.2666984247966329,0.9934437167614679,-0.8497725618683856,0.8308813599054841,2.1171739300388643,-0.07831520441960542,-1.999186145357495,-0.46886263539936257,1.8397404565587978,34.83142579243298,0
18.0,-0.4096174021517784,-0.9179458851874808,-2.0156182139660266,0.6347665157371676,0.3255039955321959,-1.6899398768579532,-1.7496234845338938,0.5710462888359892,0.6068039526574038,4.177121773622048,0.6649486552103462,1.6247153557281482,2.1833329303817,1.2043138330363214,2.16618879990241,3.370634811916295,1.2734607699236535,-2.9232249588576296,2.3978657056390675,-0.2413163866564981,-3.3734261724683323,-3.871818376821942,0.037236520362804795,-1.4204961244495715,-0.41154404944730394,-0.15790337216059194,-1.027527438286361,5.256128542008137,1620.6302860193525,1
20.0,0.4552911943260541,-0.11799547796633972,0.22653559626251968,0.6423352870055312,0.40422411749699216,0.06226489165219659,0.024487666192921913,-0.2689264209535816,1.0938469976762093,-0.288735377009432,-1.6562574232062666,2.468402559003083,-1.98452724478557,-0.33418099789981215,0.747505555612833,-2.1742724219429026,1.7260359459021568,-0.7516013557827889,-0.5475254576435155,-0.8406674623063372,0.6540263329159511,-0.8119225525980095,0.5799419696503876,-1.0001514088024621,0.790911648889374,-0.09386750498977983,-0.17764218275878502,0.837784072957019,38.4577603803221,0
22.0,-0.5384707042240109,0.9660406485561196,1.5930665840272291,-1.745472070887725,-2.3063340323666046,0.12382275203974324,-1.2225268754440999,1.9210494903134254,-1.1796880170627906,0.5427931519345596,-1.017583322756388,-0.43722662739826335,-0.19535440213933492,-1.6217769483295186,-0.46914160817777195,-0.3762811702496849,0.7438583593204662,1.2961602926269986,0.11809891980308422,0.18733857076556862,-0.3163436009891652,-0.07443459805670358,-0.23543671941859193,0.33507619353922913,0.39355176596437424,1.2771410439856625,0.5265847137828334,0.28931833261768575,15.562600558801408,0
24.0,-1.252748638111506,-0.3020207747357246,1.0029662093149498,-0.14356029471386694,0.23744161516386753,-0.9354486244554454,0.4370696908930914,-0.6931384997132004,-0.5971931162545882,-2.5242325240628265,2.002309551793918,0.30146581062882516,1.4524789692704094,0.5446105386101742,0.9146747707694001,0.175134937098862,-0.8159453176690358,-0.5828061515703585,-1.4896919649499203,1.2803952261414624,0.5854107817429943,-1.898903151639153,0.49611302243172933,-0.3198015885603641,1.9497999417012033,1.5246709363757813,0.05701346862934294,-0.6062156988718456,24.875142655749247,0
26.0,1.4530562225546648,-0.121626824358738,-2.581658645735525,1.150004253482042,-1.2203252992212623,0.3013048939999029,-4.5722934489842215,0.3652336370826132,-2.229434645839147,0.15845301724114497,-3.5620647537923595,-0.4499124034161004,0.9204186631099703,-1.1678608740061767,-3.0238582689496902,1.6999048305404991,0.16128613077065096,-0.6744839584686683,-0.09009499368194909,-0.02480333995441325,-2.635911556808912,0.4241840113182332,-0.938633200949908,1.866199807464753,-0.6386164439780619,-0.34692067826855805,-1.1725747722580149,-0.296435202846773,748.5451179071509,1
28.0,0.40484073774775187,-0.026971732517871532,1.5808941466476878,-1.324657570922428,-0.038554342664529485,-0.702978891611224,-0.591114066625371,0.7587492259571641,1.1224443275398943,-0.1732816611983092,-0.7576971576485138,-1.6565644472430086,-1.2233954352369363,0.8873985696542657,-1.0473677440895852,1.902377526003131,-0.39757066818419534,0.172323383630553,-0.9019145111230266,-2.2551804207274633,0.9115823996338925,1.2567415786479768,-1.0996108221745977,-0.3103343868551929,0.29597974030300506,-0.6676952006965631,1.76656780765401,-0.3398879746367942,32.81747129788024,0
30.0,0.6441350768872091,-2.5215355220545317,1.4044698796222916,-0.8164571959043732,0.5288932281377932,1.4069647615170322,1.8847760254773733,-1.025514831386126,-1.0898695501331466,1.0491919708160218,-1.3047015561771371,0.7545371044168033,0.06321470863957367,0.10241742420769437,0.5886774058432048,0.5104829648057347,-0.5043031670444598,-1.074154024944631,-0.9107889165794505,0.4264527007555255,0.4088072421985655,1.8309545217693317,-0.7297249605481818,1.110607638091411,0.59493604011257,-2.419907636303596,-0.9595307602635117,0.3357151455904713,64.74886932816676,0
